id,text_final,target_category,prioridade
3171,mudancas nas placas graficas meu pc nao esta exibindo o menu de inicializacao apos atualizar as drivers da placa grafica a tela ficar preta e nada acontecer quando eu pressionor f8,Hardware,Baixa
3172,dificuldade de entrada do sistema um usuario relatar ter problemas ao tentar inserir dados em um formulario no site da empresa o problema parecer estar relacionar a uma barra branca na tela que bloqueiir o teclado,Acesso,Baixa
3173,erro de login no sistema usuario apresentar dificuldade em logar devido ao erro login falhar tentativas anteriores foram inuteis e o usuario precisar recuperar a senha,Acesso,Baixa
3174,problemas de conexao wi fi o usuario relatar que seu telefone ou computador nao conseguir se conectar a rede wi fi domestica e ja verificar as configura aparelhamento,Acesso,Baixa
3175,dificuldade de conexao desde o ultimo upgrade estou ter dificuldades constantes na conexao a internet a velocidade e muito lenta e nao se mantar estabilizar,Rede,Baixa
3176,usuario sem acesso ao sistema funcionaria relatar ter sido negar acesso ao painel de administracao do ambiente impeder lhe realizar as tarefas programadas,Acesso,Alta
3177,acesso restrito o usuario afirmar que nao conseguir usar o aplicativo devido a senha expirar precisar de assistencia para recupera la,Acesso,Media
3178,som ausente no notebook problema detectar ao tentar configurar o som externo teclado funcionar corretamente mas nao ha nenhum ruido de saida quando tentar reproduzir audio,Hardware,Baixa
3179,reiniciamento servidor por favor reinicie o servidor web01 estamos observar ligeiras desaceleracoes em tempo de execucao das aplicacoes,Infraestrutura,Baixa
3180,usuario bloquear de conta o cliente informar que esta receber mensagens automaticas indicar um login repetir e precisar ser verificar para redefinir as credenciais,Acesso,Media
3181,problemas intermitentes de conexao a rede wi fi apresentar instabilidade com pausas na conexao que afetar o trabalho onliner,Rede,Baixa
3182,computador sem resposta o computador apresentar uma intermitencia de energia ligar e desligar espontaneamente nao ha nenhum sinal visivel em monitores externos conectar,Hardware,Media
3183,luz led da tela ficar vermelha sempre que o computador e ligar percebo um tom vermelho na borda superior da tela nao acreditar ter alterar as configuracoes ou usar nenhum produto estranho no laptop,Hardware,Baixa
3184,problemas de conexao wi fi o cliente reportar ter dificuldade na manutencao da conexao wi fi no trabalho a rede parecer estar ativa mas o acesso online e intermitente e desconjunto,Acesso,Baixa
3185,mudanca no layout da escrita o sistema operacional configurar automaticamente o idioma de acordo com as configuracoes locais mas meu trabalho depender do portugues sem a utilizacao das tabelas numericas preciso reverter para portuguese brazil numbers alguir poder me ajudar,Hardware,Media
3186,falha de rede os usuarios estao enfrentar dificuldade na conexao a internet resultar em atrasos no trabalho,Infraestrutura,Baixa
3187,reta de conexao intermitente a rede wi fi esta mostrar sinais irregulares com periodos de desconexao seguir por reconeiximento automatico,Rede,Media
3188,dificuldade de conexao experiencia intermitente da rede wi fi sem causas aparentes,Rede,Baixa
3189,problemas na impressao a impressora nao esta responder ao meu pc acontecer logo apo uma atualizacao recente do sistema,Comunicação,Baixa
3190,computador tela desligar a cada poucos minutos a tela do computador se fechar automaticamente estou usar o windows,Hardware,Media
3191,incapacidade de conectar a rede funcionario relatar ter problemas ao se conectar a internet ocorrer recentemente apos uma atualizacao do roteador e o servico na empresa foi interromper,Acesso,Media
3192,problema movel conectar wi fi meu smartphone nao conseguir se reconectar automaticamente ao meu roteador sem parecer tenho que entrar manualmente nas configuracoes de rede cada vez,Comunicação,Media
3193,computador sem resposta o computador esta ligado mas nao exibir nenhuma tela tentar reinicia lo varias vezes com sucesso,Hardware,Baixa
3194,erro de login o cliente descrever ter problemas ao tentar fazer o login no sistema apesar do e mail para a recuperacao da senha ja ser enviar,Acesso,Baixa
3195,computador irrompe na ultima hora apo instalar o ultimo software de seguranca meu computador parar completamente aparentar ser um problema com a instalacao do programa,Hardware,Baixa
3196,painel lcd ficar escuro o painel de exibicao da minha tv e mais claro do que o normal normalmente a transmissao em hd parecer nitido e viver,Hardware,Baixa
3197,computador intermitente o meu computador desligar e volta a vida apo alguns segundos parecer um problema de energia mas nao ter certeza,Hardware,Baixa
3198,problemas de navegador funcionario relatar dificuldade na visualizacao dos sites da empresa suspeita que seja um problema do seu navegador,Acesso,Baixa
3199,dispositivo usb nao funcionar quando conectar meu mouse ou teclado ver usb eles estao desconexos e sem alcance verifiquei outros dispositivos em outra porta,Hardware,Media
3200,problemas de conexao wi fi o cliente relatar problemas intermitentes ao se conectar a rede wi fi da empresa acontecimento sao esporadicos e o problema foi observar durante toda a semana,Acesso,Baixa
3201,problemas de conexao wifi o usuario relatar que esta ter dificuldades intermitentes para se conectar a sua rede wi fi domestico as tentativas anteriores foram curtamente bem sucedidas mas hoje em dia ele nao conseguir acessar nenhuma das redes disponiveis,Acesso,Baixa
3202,sistema de gerenciamento erp bloquear o representante da empresa relato que o software centralizar do gerenciamento empresarial nao respondar aos comandos eles ja tentar reiniciar sem sucesso e acreditar haver um problema de conectividade com os servidores,Acesso,Media
3203,ruer de audio na conexao voip experimentar ruer indesejado durante chamadas voip o que poder indicar um problema com a rede ou configuracao do equipamento,Rede,Baixa
3204,dificuldade na conexao wi fi ocorrer uma diminuicao repentina no sinal do wi fi restabelecer por alguns minutos antes de cair novamente reconhecer como um problema recorrente que afetar o desempenho diario da rede,Rede,Baixa
3205,sincronizacao lenta do banco os usuarios estao notar que o processamento da sincronizacao entre os databases esta mais devagar nas ultimas semanas nunca chegar a gastar um dia inteiro antes mas agora levar ate 4 horas para atualizar as informacoes,Banco de Dados,Baixa
3206,dificuldade na criacao da conta do e mail nao conseguir configurar minha nova conta no gmail acesso falhar ao tentar inserir dados de verificacao,Comunicação,Media
3207,conexao de rede instavel a conexao wi fi no escritorio da empresa e frequentemente interromper causar desperdicio das atividades diarias,Infraestrutura,Baixa
3208,problemas na conexao wi fi tempo apos reiniciar modem ainda nao conseguiria estabelecer uma conexao estatico em casa,Comunicação,Media
3209,lente da camera quebrar a lente do meu telefoto principal esta fria e nao conseguir se mover quero saber como substituir la sem precisar ir a uma loja,Hardware,Baixa
3210,som de alerta na maquina o sistema notificar uma som estranho quando o computador esta ligar esse ruer nao ocorrer ao abrir aplicativos ou realizar tarefas especifemplo acontecer espontaneamente,Rede,Baixa
3211,sistema de gerenciamento da area esportiva o sistema que gerenciar o horario e localizacao dos equipamentos esportivos no campus nao esta registrar alteracoes corretamente as informacoes precisar ser atualizar manualmente com frequencia causar confusao entre os usuarios,Infraestrutura,Baixa
3212,painel de controle nao responder o painel principal da infraestrutura corporativa esta inativo e sem acesso para os tecnicos impedir o gerenciamento das operacoes,Infraestrutura,Baixa
3213,perfil de ip sem alteracao apo uma redefinicao do roteador o perfil da maquina nao altera para a nova configuracao,Rede,Baixa
3214,garfo eletrico nao responder o garfo que estou usar no meu escritorio parecer ter perder sua funcao nao acender quando pressionar mas esta seguro e sem risco de incendio,Hardware,Baixa
3215,mensagem bloquear por spam a mensagem que eu querer mandar acabar sendo automaticamente marcar como spam pelo servidor de e mail nao saber o motivo,Comunicação,Media
3216,solucao de conectividade o cliente relatar que o seu laptop esta desconectado do servidor corporativo e nao conseguir acessar os recursos necessarios para trabalhar,Acesso,Alta
3217,troca de modem ocorrer perda intermitente do sinal wi fi especialmente durante o horario pico,Rede,Media
3218,reducao de velocidade wi fi a conexao a internet tem parar e nao conseguir atingir as taxas de upload downloads anteriormente alcancar,Rede,Baixa
3219,recuperacao de senha falhar o usuario reporta que apos enviar o e mail de recuperacao da senha nao receber nenhum efeito haver uma tentativa anterior com sucesso em outro computador,Acesso,Alta
3220,lampar led que nao ligar a luz do meu novo bulbo led esta fraca e eventualmente parar de brilhar apertar o interruptor varias vezes mas nada acontecer,Hardware,Baixa
3221,somente atendimento tecnico desculpe mas nao poder oferecer suporte de manutencao por favor entre em contato apenas com a equipe de ti,Comunicação,Baixa
3222,sistema de monitoramento lento o sistema usar para rastrear o status dos equipamentos da infraestrutura esta apresentar atrasos nas informacoes causar dificuldade na avaliacao do estado operacional,Infraestrutura,Baixa
3223,sistema de banco central a infraestrutura do sistema operacional da empresa esta funcionar corretamente mas ha uma lentidao no acesso ao servidor principal isso afetar negativamente o desempenho dos aplicativos criticos e poder causar atrasos nos processos de trabalho,Infraestrutura,Baixa
3224,sistema telefonico lento ocorrer atrasos significativos no sistema de comunicacao da empresa afetar o trafego nao estou preocupado com qualquer informacao sensivel,Comunicação,Baixa
3225,perfil de usuario invalir o cliente precisar resolver o problema do sistema informar que nao conseguir criar um perfil novo porque achar a interface complicar e requerer ajudar para entender os passos necessarios,Acesso,Baixa
3226,painel de aperfeicoamento o painel principal do edificio apresentar falhas na interface impedir o acesso aos controles dos sistemas,Infraestrutura,Media
3227,motorola moto g dorme meu motorola moto g esta parar constantemente enquanto estou usar a tela se tornar invisivel e o volume diminuir repentinamente sem aviso previo,Hardware,Baixa
3228,acesso restrito ao aplicativo ocorrer o cancelamento de minha conta no aplicativo sem aviso impedir me acessar os servicos,Comunicação,Baixa
3229,problemas intermitentes de conexao atraves do meu laptop estou enfrentar uma situacao onde o internet naoer esta sempre disponivel a falta acontecer apenas a cada poucas horas e geralmente quando uso aplicativos onlinar que requer muitos recursos,Rede,Baixa
3230,incomodo na conexao wi fi estamos experimentar uma lentidao e interrupcoes frequentes no sinal de internet sem fio em nossos escritorios,Rede,Media
3231,reparo de mouse o cliente relatar que seu mouse nao funcionar adequadamente apresentar movimentos lentos e imprecisos acreditar se que seja um problema eletrico,Acesso,Baixa
3232,problema na criacao do novo endereco ocorrer o rejeicao automatica no processamento de um aplicativo para acessar o banco apesar da entrada correta solicito suporte tecnico para identificacao e resolucao,Comunicação,Media
3233,acesso lento a rede os funcionarios estao enfrentar atrasos significativos na conexao com o servidor principal impactar a eficiencia diaria,Infraestrutura,Baixa
3234,computador sem energia o computador esta ligar mas nao exibir nenhum sinal de vida ajustes na configuracao parecer ter dar certo,Hardware,Baixa
3235,consulta lenta percebi que as consultas nos bancos de dados estao mais devagar do que o normal nao haver alteracoes recentes no sistema e ainda assim a performance diminuir,Banco de Dados,Baixa
3236,bloqueio no e mail outlook eu estou enfrentar problemas ao tentar enviar um e mail do outlook ocorrer que o sistema parecer bloquear a envio dizer tamanho de anexo exceder apesar disso eu nao cheguei na limitacao maxima especificar pelo servico,Comunicação,Media
3237,acesso restrito ao portal por acaso o meu e mail da empresa nao conseguir mais acessar o portal do site interno nao saber se e minha conta ou algo maior,Comunicação,Baixa
3238,problemas auditivos no computador o som do sistema operacional nao e reproduzido e as informacoes de saida estao ausente o usuario ja verificar a configuracao das conexoes internas,Hardware,Media
3239,problemas no chat do whatsapp estou tentar usar o aplicativo de mensagens whatsapp mas todos os meus chamado falhar isso esta prejudicar a comunicacao comigo,Comunicação,Media
3240,som de dados fracos experiencia constante de som baixo e intermitente durante chamadas ou transmissoes,Rede,Baixa
3241,conexao wi fi fraca estou experimentar uma conexao wi fi muito lenta no escritorio a internet parecer estar mais raper em casa,Comunicação,Baixa
3242,interrupcao de rede ocorrer uma interrupcao no link de internet durante o horario comercial afetar atividades que requer conexao constante com a nuvem,Infraestrutura,Media
3243,interrupcao de rede os trabalhadores estao enfrentar dificuldades na conexao a internet o que esta prejudicar a comunicacao e colaboracoes em tempo real,Infraestrutura,Media
3244,perfil de usuario bloqueado usuario receber aviso automatico que seu perfil esta limitar por nao atender aos protocolos estabelecer,Acesso,Baixa
3245,laptop sem resposta meu laptop nao esta responder aos comandos apos uma desconexao recente e reconectar ele continuar inoperante com o indicador led de energia ativo,Hardware,Media
3246,perda de conexao frequente acontecer perto das 17h impactar o trabalho remoto descobrir que outros tambem ter problemas,Rede,Media
3247,problemas ao enviar e mail eu ter dificuldade em adicionar anexos maiores do que cerca de 5 mb no meu e mail quando tentar o sistema retornar um erro,Comunicação,Baixa
3248,som mudo no laptop o som esta completamente ausente mesmo que as configuracoes do altavoz estejam corretas testar em diferentes aplicacoes para confirmar,Hardware,Baixa
3249,problemas de navegabilidade do site o cliente relatar que encontrar dificuldade ao usar o website pois as paginas estao lentas e os botoes nao responder,Acesso,Baixa
3250,wi fi lento a conexao de internet wi fi esta significativamente mais devagar do que o esperar afetar a navegacao e downloads,Rede,Baixa
3251,dificuldade na criacao de contatos estou ter dificuldades ao inserir informacoes nos formularios do meu crm para criar novos contactos o sistema parecer nao reconhecer alguns campos,Comunicação,Baixa
3252,problemas de conexao lan funcionarios relatar uma reducao na velocidade da internet funcionario principal precisar acessar banco de dados basear local,Acesso,Baixa
3253,computador esta lento o sistema operacional tem demorar mais tempo do que o normal ao iniciar e carregar aplicativos aparentar ter um problema de desempenho,Hardware,Media
3254,dificuldade de conexao wi fi acontecer uma vez por semana que o computador nao conseguir se conectar automaticamente ao wi fi e requerer acesso manual,Rede,Baixa
3255,laptop sem teclar meu laptop falhar ao ligar e agora nao possuir o teclado preciso de ajuda para reinstala lo ou obter uma solucao alternativa,Hardware,Alta
3256,painel frontal transparente o painel frontal da minha maquina parecer estar claro e estou preocupado que o vidro esteja rompido como poder substituir ou reparar,Hardware,Media
3257,ajustar configuracao wi fi preciso de ajuda no ajuste da velocidade e alcance do meu wi fi para garantir melhor conexao durante o trabalho,Rede,Baixa
3258,luz led na tela parar recentemente percebi que as luzes de fundo no meu monitor ficar brancas ajustar o volume e a saida do audio esta funcionando normalmente,Hardware,Baixa
3259,rede wi fi instavel a conexao de internet ter uma intermitencia levar especialmente durante as manhas a velocidade tambem parecer reduzir,Rede,Baixa
3260,erro de login cliente relatar que nao conseguir autenticar se no sistema apesar da tentativa recente de recuperacao do e mail,Acesso,Alta
3261,recuperacao de senha falhar cliente precisar recuperar uma conta mas o processo automatico nao foi concluir devido a um erro na validacao,Acesso,Baixa
3262,incomodo de rede funcionario relatar uma conexao instavel ao usar o vpn no escritorio ocorrer desconexao frequente durante chamadas voip e downloads grandes,Acesso,Media
3263,problema de conexao wifi funcionario ter dificuldade em se conectar ao ponto wifi no escritorio tentar redefinir a senha e reiniciar o roteador mas sem sucesso,Acesso,Baixa
3264,lente da camera estranha a lente de minha camera nao esta funcionando corretamente a imagem obter e distorcer e a nitidez totalmente perder,Hardware,Alta
3265,atualizacao do banco um usuario relatar que as alteracoes no esquema da tabela clientes nao estao refletir nos dados consultar ocorrer uma inconsistencia nas informacoes mas sem impacto critico,Banco de Dados,Baixa
3266,sistema crm nao atualizar clientes apos implementarmos as alteracoes necessarias no software do sistema os dados dos clientes ainda estao parar em uma versao anterior estamos preocupados com o impacto nas operacoes diarias e precisamo de ajuda urgente,Comunicação,Alta
3267,aplicativo travar durante o download o aplicativo de streaming que uso continuamente trar quando estou tentar baixar videos impedir a visualizacao ate completar,Comunicação,Alta
3268,sobreposicao no mapa do escritorio o sistema gis apresentar sobreposicoes na visualizacao dos limites da sala de conferencias e das cubiculos adjacentes causar confusao para o pessoal atualizar as informacoes cartograficas,Comunicação,Baixa
3269,dispositivo movel nao carregar descricao nao fornecir,Hardware,Media
3270,sistema de vendas bloquear o usuario reporta que o sistema utilizar no departamento de vendas nao esta responder tentativas fazer para reiniciar sem sucesso atrasar as transacoes e afetar a produtividade,Acesso,Baixa
3271,acessar banco de dados funcionario precisar recuperar informacoes para analise mas nao conseguir abrir o software,Acesso,Baixa
3272,problemas de conexao wi fi nos ultimos dias ocorrer frequentes quedas na rede wi fi do escritorio isso impactar a capacidade dos funcionarios em fazer trabalhos basear no computador e interrompe as comunicacoes por e mail,Infraestrutura,Baixa
3273,sistema de controle ambiental o sistema controlador do ar na sala dos reatores da planta nuclear ter um aviso indicar flutuacoes menores que a faixa normal,Infraestrutura,Media
3274,ponto de acesso wi fi os usuarios do ponto de acesso wi fi ter dificuldade para se conectar o que afetar principalmente durante as horas noturnas,Infraestrutura,Baixa
3275,ruer excessivo na sala de conferencias os funcionarios relatar que o ruer dos sistemas mecanicos das cabines em chamada esta interferir no trabalho especialmente durante apresentacoes e reunioes,Infraestrutura,Media
3276,nao conseguir alternar funcionario relatar que apesar de ter permissoes adequadas e tentar reiniciar o sistema varias vezes nao conseguir alterar as configuracoes no servidor a atividade esta bloquear,Acesso,Alta
3277,acesso restrito ao portal da empresa me deparar que nao consigo mais visualizar o site do meu trabalho acreditar ter alterar as configuracoes de seguranca recentemente,Comunicação,Baixa
3278,perfil de usuario wi fi uma vez por semana e necessario atualizar o perfil do roteador para manter a conectividade com seguranca,Rede,Baixa
3279,sistema de informacao o sistema informacional da empresa nao esta atualizando os relatorios do mes passado como esperar causar confusao nas reunioes,Infraestrutura,Baixa
3280,problemas na conexao wi fi sempre ha dificuldade de manter uma boa conexao sem fio em casa especialmente durante o horario do almoco,Comunicação,Media
3281,e mail nao responde preciso de ajuda urgente meu e mail recentemente configurar esta em um estado sem sinal nao consigo verificar ou enviar novas mensagens,Comunicação,Media
3282,rede sem conexao intermitente a rede wi fi esta constantemente indisponivel afetar o trabalho de todos os usuarios da sala,Rede,Alta
3283,insuficiente espaco no disco riger funcionario relatar que o sistema esta lento e nao conseguir armazenar novos arquivos apontar para uma falta de espaco em seu computador,Acesso,Baixa
3284,dispositivo movel estranho meu smartphone nao responder as mensagens e o touchscreen esta parcialmente funcionando iniciar recentes atualizacoe por favor,Hardware,Media
3285,telefone sem sinal meu telefone android nao conseguir se conectar a rede movel mesmo que o wi fi esteja ativo e funcional,Comunicação,Baixa
3286,problema na criacao do sinal virtual eu estou tentar criar uma conta vpn no terminal mas nao consigo configurar la para uso nao ter certeza se a configuracao esta correta ou se har um problema com o servico da rede interna,Comunicação,Baixa
3287,computador trar durante inicializacao o computador nao responder ao logotipo da marca e nem no iniciar se automaticamente ajustes de bios falhar varias vezes,Hardware,Alta
3288,luz led desligar sozinha a luz indicadora esta saindo por conta propria mas o computador permanecer inativo nao haver alteracoes recentes no sistema ou hardware,Hardware,Baixa
3289,sistema erp de baixa performancer o sistema erp do nosso cliente esta apresentar uma reducao na velocidade a abertura das aplicacoes demora mais tempo que o habitual e ha perda intermitente de dados durante operacoes criticas,Infraestrutura,Media
3290,acesso a internet erratico ocorrer desconexao repentina da rede apo o uso do computador por um periodo prolongar isso impactar a capacidade de trabalhar efetivamente,Rede,Media
3291,problemas de rede a conexao da empresa a internet tem sido intermitente isso afetar o trabalho remoto e acesso aos bancos de dados,Infraestrutura,Media
3292,dispositivo movel nao reconhecer conexao bluetooth desde o ultimo software atualizacaor meu telefone android parecer ter problemas para se conectar com dispositivos ver bluetooth sempre funcionar perfeitamente antes da atualizacao,Hardware,Baixa
3293,acesso restrito ao portal funcionarios relatar problemas de login no sistema apesar da senha ser corretamente inserir o e mail confirmativo para a recuperacao nao esta chegar,Acesso,Media
3294,acesso restrito ao sistema funcionario afirmar que tentar autenticar se no sistema mas ocorrer um erro de acesso o problema persistir apos verificacao da senha,Acesso,Media
3295,problemas de conexao wi fi funcionario relatar que esta tendo dificuldade constante na rede local da empresa pois a internet tem sido intermitente e isso afetar o trabalho diario,Acesso,Media
3296,roteador lteer esta desligar aleatoriamente estamos enfrentar problemas recorrentes no nosso roteador lte que estao causar interrupcoes frequentes e impedir o acesso a internet,Rede,Alta
3297,roteador sem sinal o roteador parecer ter problemas intermitentes o que causar perda de sinal no final da tarde,Rede,Media
3298,servidor de banco de dados desacelerar haver uma notavel diminuicao na velocidade do servidor onde ocorrer as operacoes bancarias os clientes estao enfrentar atrasos no processamento dos pagamentos e em carregar a interface,Infraestrutura,Media
3299,painel de controle nao responder o painel de seguranca da empresa esta indisponivel nao conseguir me conectar via vpn,Infraestrutura,Baixa
3300,problemas intermitentes de conexao ocorrer desligamentos frequentes na internet durante uso do computador,Rede,Baixa
3301,dificuldade de login o usuario atual esta enfrentar problemas ao tentar entrar no sistema devido a senha esquecir eles ja realizar o processo de recuperacao do e mail mas ainda nao receber as informacoes necessarias para redefinir a senha,Acesso,Media
3302,problemas de conexao wifi o cliente reportar que esta enfrentar problemas intermitentes ao se conectar a sua rede wifi em casa apesar da configuracao parecer correta,Acesso,Baixa
3303,computador ralimentar muito lentamente a maquina esta funcionando mas o processamento de tarefas levar mais tempo do que o normal nao ha sinal evidente de problemas,Hardware,Baixa
3304,problemas de login na aplicacao o cliente relatar que nao conseguir mais se conectar a nossa plataforma principal sempre obtir um erro login falhar apos inserir o e mail e a senha corretos,Acesso,Alta
3305,nao conseguir entrar no sistema o usuario informar que nao conseguir fazer login na pagina principal devido ao erro de autenticacao apesar do reconhecimento das credenciais corretas,Acesso,Alta
3306,lancador antivirus nao funcionar o meu computador esta lento e o lancador de programas parecer congelar tentar reiniciar mas sem sucesso,Hardware,Baixa
3307,alto consumo de energia a rede eletrica da cidade tem aumentar nos ulti meses levar preocupacao sobre a eficiencia energetica das instalacoes,Infraestrutura,Baixa
3308,movimento lento do mouse o cursor de mao esta movendo mais devagar que o normal causar dificuldade na navegacao,Hardware,Baixa
3309,insuficiente bateria do laptop o cliente informar que o seu macbook esta funcionando mas ficar fechar apos alguns minutos acreditar se ser um problema com a bateria e ha necessidade de inspecao,Acesso,Baixa
3310,lente do computador nao funcionar o monitor de trabalho parecer ter problemas visualizar os itens da tela apesar das configuracoes corretas e ajustes,Hardware,Baixa
3311,acesso a plataforma bloqueado funcionario tentar conferir dados no portal corporativo mas encontrar uma mensagem de erro de acesso restrito nao conseguir determinar o motivo ou quaisquer passos previos que poder ter causar esse bloqueamento,Acesso,Media
3312,som sem audio o computador esta ligar normalmente mas nao ha som de saida ajustei os niveis do volume no controlador e verifiquei as configuracoes nas propriedades sonoras da maquina mas o problema persistir,Hardware,Alta
3313,problema de login o usuario afirmar nao ter conseguir entrar no aplicativo devido a um possivel erro na autenticacao,Acesso,Baixa
3314,problemas de conexao cliente relatar falha na troca entre os sistemas internos causar atrasos no trabalho,Acesso,Media
3315,sistema de gerenciamento da biblioteca a bibliotecaria reporta que o sistema onlinar nao esta permitir inserir novas entradas ou acessar registros dos usuarios mas os dados estao atualizar manualmente no local,Acesso,Baixa
3316,incompatibilidade do software o cliente relatar problemas ao usar o seu aplicativo de produtividade no trabalho mas nao apresentar urgencia,Comunicação,Baixa
3317,som estranho o som do computador esta apresentar interrupcoes irregulares parecer uma combinacao de zumbidos e cliques acreditar que poder ser um problema com o ventilador interno ou possivelmente a placa mae,Hardware,Baixa
3318,dificuldade de conectar ao servico da biblioteca o usuario relatar problemas intermitentes na rede wi fi do local que afetar a capacidade de fazer downloads e pesquisas online,Acesso,Baixa
3319,problemas intermitentes de conexao ocorrer desconexoes frequentes da rede que parecer estar relacionar ao uso intensivo do computador durante as horas pico,Rede,Baixa
3320,luz led no monitor ficar azul o meu computador ter uma tela normal mas quando abro um programa especifico a luz do led atras da tela mudar para o tom de azul nao esta afetar os botoes ou teclado,Hardware,Baixa
3321,lampar led ficar avermelhar a lampada do meu quarto esta ficar mais avermelhar mas nao achar que fosse tao forte gostaria de saber se isso e normal ou precisar ser substituir,Hardware,Baixa
3322,problemas de conexao intermitente a frequencia dos problemas aumentar nos ultimos dois meses com perda regular da rede em diferentes comor os clientes relatar que a velocidade diminuir quando o problema acontecer,Rede,Media
3323,roteamento de dados inconsistente ha perior irregulares onde os dispositivos nao conseguir se conectar ao roteador a situacao parecer ocorrer apos a instalacao recente do firmware,Rede,Baixa
3324,incapacidade de autenticar usuario cliente relatar ter sido impedir repetidamente de entrar no sistema apos reset da senha pelo e mail aconselhamento solicitar para solucionar o problema,Acesso,Media
3325,tela inicial corromper apo o reinicio do computador a tela inicial apresentar uma corrupcao grafica em certas areas os icones nao estao alinhar e algumas partes da interface sao inacessiveis,Comunicação,Media
3326,problema de conexao wi fi usuario relatar problemas intermitentes na conexao com o wi fi no escritorio o problema e recorrente e acreditar que poder estar relacionar a atualizacao da rede,Acesso,Baixa
3327,problemas no monitor o monitor naoer esta exibir imagens apenas branco tentar reiniciar o computador e alterar a resolucao de tela sem sucesso,Hardware,Alta
3328,dificuldade de conexao ocorrer frequentes problemas na ligacao a internet levar ao desconforto no uso diario do computador,Rede,Baixa
3329,problemas de conectividade wi fi estou experimentar problemas intermitentes de conexao wi fi mesmo quando o sinal parecer fornecer a velocidade esperar isso afetar minha capacidade de trabalhar remotamente,Rede,Media
3330,lampar led ficar cinza a luz da minha nova lampada nao esta funcionando corretamente esta ficar mais escura e parecer estar desligar sem motivo,Hardware,Media
3331,problema na conexao wi fi atraves do meu laptop estou experimentar dificuldades intermitentes para se conectar ao wi fi da casa acontecer que a velocidade de internet diminuir drasticamente e as vezes nao conseguiria manter uma ligacao estavel ate ter reiniciar o dispositivo,Comunicação,Baixa
3332,conexao wi fi intermitente um cliente relatar que sua conexao a internet e instavel perder a rede periodicamente e precisar de assistencia para resolver o problema,Acesso,Baixa
3333,acesso a rede interromper o cliente relatar que nao conseguir se conectar ao servidor interno e receber aviso de ataque potencial,Acesso,Alta
3334,luz led nao esta funcionando a luz de entrada e saer parecer estar desligar procur por problemas no cabo mas nada foi encontrar,Hardware,Baixa
3335,problemas ao compartilhar documentos nao consigo enviar arquivos por e mail recebo mensagem de erro isso ocorrer somente com certos tipos de documentos,Comunicação,Baixa
3336,ajustir de senha o usuario desejar redefinir sua senha apo perceber que poder ter deixar alguma informacao sensivel em um computador publico precisar confirmar a autenticacao para continuar trabalhar,Acesso,Baixa
3337,problema na criacao do forum nosso sistema de forums nao esta criar novas sessoes acessar pela pagina principal mas sem resultado,Comunicação,Baixa
3338,roteador de rede desligar o roteador esta ligando e desligar aleatoriamente o que causar interrupcoes na conexao,Rede,Baixa
3339,wi fi instavel alta frequencia ocorrer uma perda de conexao wi fi aleatoria e abrupta afetar o trabalho remoto sugestoes para solucao,Rede,Alta
3340,acesso restrito a pasta compartilhar tenho tentar adicionar meus novos colegas ao grupo de usuarios da nossa rede corporativa mas continuar receber uma mensagem dizer que nao ter acesso alguir poder verificar se todos os passos foram seguir corretamente,Comunicação,Media
3341,problemas de conexao o cliente relatar que nao conseguir se conectar ao servico onlinar e ja tentar reiniciar o navegador sem sucesso,Acesso,Media
3342,problemas no login funcionario relatar dificuldade para entrar na conta devido a possiveis problemas de autenticacao mas ja tentar redefinir senha,Acesso,Media
3343,problema no envio do e mail recentemente tentar enviar mensagens pelo gmail de forma frequente por algumas estao sendo rejeitar sem nenhum aviso especifico sobre o motivo,Comunicação,Media
3344,ruer de motores ocorrer ruer estranho proveniente dos motores do sistema hvac mas nao afetar o funcionamento da infraestrutura,Infraestrutura,Baixa
3345,problemas no correio eletronico nao receber mensagens de alguns contatos verifique e sincronizar o cliente do email,Comunicação,Baixa
3346,wi fi instavel o sinal de wi fi fraco especialmente durante horarios noturnos,Rede,Baixa
3347,roteador de rede esta desligar o roteador ter intermitencias entre o ligar e o apagar sem motivo aparente funcionar normalmente em alguns momentos,Rede,Baixa
3348,problemas de conexao com rede funcionario relatar problemas intermitentes na conectividade da internet afetar a capacidade de realizar trabalhos onlinar em tempo real,Acesso,Alta
3349,problemas frequentes de conexao estou experimentar problemas recorrentes na minha rede wi fi a velocidade da internet diminuir drasticamente durante o uso e as vez pasto a tela ficar travada,Rede,Media
3350,som sem audio o computador tocar somes e vibrar mas nao consigo ouvir nada na minha headset verifiquei se esta conectado corretamente,Hardware,Media
3351,som auscultar no computador ao executar o sistema notei um ruido estridente aparentemente esta vindo do disco riger,Hardware,Media
3352,problemas de conexao wifi usuario relatar que nao conseguir se conectar a rede wifi no trabalho mesmo seguir as instrucoes da documentacao disponivel,Acesso,Media
3353,lampada ficar vermelha a lampada no meu quarto acender mas simplesmente permanecer em uma cor aparentemente desproporcional nao ha nenhum odor e nao esta muito quente,Hardware,Baixa
3354,problemas de navegacao interna o usuario relato dificuldade na localizacao e uso dos diferentes recursos dentro do site esta procurar por um manual ou ajudar para melhorar a compreensao da interface,Acesso,Baixa
3355,lixo no gabinete computador superlotado e sujo operar desajeitadamente devido a acumulacao de detritos,Hardware,Baixa
3356,som sem audio o computador esta funcionando mas nao e possivel ouvir som ao reproduzir arquivos de videos,Hardware,Baixa
