id,text_final,target_category
1614,e mail nao envia anexos quando tento enviar um arquivo pdf pelo outlook da erro de tamanho excedido,Comunicação
1615,luz led brilhando sem computador ligado a lampada de led do monitor esta funcionando ma o proprio computador nao respondeu ao meio tempo testei a conexao e alterei a configura pasto,Hardware
1616,sincronia lenta entre dispositivos o meus computadores e smartphone estao apresentando atrasos significativos ao sincronizar dado do calendario causando inconveniencias na gestao de agenda,Rede
1617,solucao de rede forum do ar a equipe informou que esta enfrentando problemas na conexao com o servidor principal afetando acessos remotos e atividades diarias,Acesso
1618,roteador de rede desligando aleatoriamente o roteador esta interrompendo o sinal sem aviso causando frequentes perda do acesso a internet,Rede
1619,insuficiente espaco no disco rigido o usuario reporta que recebe um erro quando tenta iniciar o sistema indicando insuficiencia de espaco em disco aparentemente nao houve atualizacao recente do software ou alteracao na configuracoes,Acesso
1620,acesso de conta usuario tem dificuldade ao tentar acessar seu perfil apos alteracao do endereco e mail acompanhei o processo para atualizacao ma nao conseguiu entrar,Acesso
1621,login falhado intencional o usuario deseja atualizar sua senha ma nao consegue localizar o link de recuperacao,Acesso
1622,sistema de monitoramento defeituoso o sistema usado para monitorar o status do servidores da nossa infraestrutura esta apresentando multiplos alertas falsos causando preocupacao desnecessaria e sobrecarga na equipe de ti,Infraestrutura
1623,aplicativo de banco online nao responde o cliente esta tentando realizar transacoes no aplicativo do nosso banco ma observa que o app permanece parado apos a insercao da senha e numero da conta o problema persistiu por varias sessoes de uso,Rede
1624,tentativa de login falha usuario reporta que esta tentando entrar no sistema ma todos o codigos de recuperacao enviados sao rejeitados e a contas nao estao ativas,Acesso
1625,historico de compras funcionario solicita ajuda no historico detalhado da compra do ultimos meses o registros sao acessados para revisao e reconciliacao contabil,Acesso
1626,roteador nao responde o roteador esta funcionando ma o computador perde continuamente conexao sem motivo aparente,Rede
1627,sistema crm falha ao registrar vendas o sistema de gerenciamento da relacionamento com clientes crm nao esta registrando a transacoes recentes o clientes estao reportando que suas compras foram canceladas ou nao aparecem no historial,Comunicação
1628,som e audio defeituoso no workspace o som esta distorcido quando faco uma ligacao interna do workspace o que dificulta a comunicacao em reunioes,Comunicação
1629,problemas de conectividade um usuario relatum que tem dificuldade na conexao a internet em seu trabalho apesar da rede parecer estar operacional para outros,Acesso
1630,dificuldade na conexao wi fi ocorre frequente perda de sinal no seu roteador o que impede acessar site e servicos da internet sem interrupcao,Rede
1631,dificuldade ao realizar backup automatico ocorre uma interrupcao no processo do backup diario causando atrasos na sincronizacao do dado alguem pode conferir o status e a configuracoes,Banco de Dados
1632,problemas de conexao acontece que o meu computador nao consegue manter uma boa conexao a internet o problema e intermitente e parece estar relacionado com a saturacao do roteador,Rede
1633,problemas na comunicacao por e mail ocorre atraso no envio de mensagens pela nossa plataforma nao consigo enviar correio oficial em tempo habil o que impacta no processos internos,Comunicação
1634,computador mau funcionando o computador apresenta lentidao na inicializacao e algumas aplicacoes nao abrem corretamente inicialmente tentei reinicia lo sem sucesso,Hardware
1635,problemas de navegacao no site um cliente relatou que esta tendo dificuldade em encontrar o rotulo sobre nosso negocio na pagina inicial do nosso website eles acreditam que algo mudou desde sua ultima visita e desejam informacoes sobre essa alteracao,Acesso
1636,luz do monitor fraca o brilho da tela esta significativamente reduzido ma o computador inicializa normalmente preciso de ajuda para ajustar a configuracoes ou possivel solucao tecnica,Hardware
1637,luzes piscinas a lampadas de nossa piscina estao funcionando ma o brilho e insuficiente para ver claramente a superficie da agua,Infraestrutura
1638,somente conectando ocasionalmente o cliente experimenta problemas intermitentes de ligacao a internet onde o wi fi permanece ativo ma a conexao parece instavel e frequente,Rede
1639,suspeita de violacao de dado um funcionario relatum sinai indicios potenciais de ataque a uma maquina em uso acredita se que poderia ser um malware ma nao ha alteracoes visuais ou perda de desempenho significativa ate agora,Acesso
1640,tutorial sobre o software eu preciso de ajuda poi me foi dado que montei um tutorial no youtube e nao entendo como realizar a instalacao tenho seguido a instrucoes do manual e ainda assim falha,Comunicação
1641,atencao de maintenance ocorreu uma pequena queda no equipamento do sistema principal ma esta operacional precisamos realizar manutencao preventiva para garantir o desempenho continuo,Infraestrutura
1642,acesso restrito ao sistema cliente relatum problemas de autenticacao possiveis erros no banco de dado do perfil,Acesso
1643,conectividade esporadica a conexao a internet esta desconexa intermitentemente especialmente durante o horario de pico,Rede
1644,problemas intermitentes de conexao a rede wi fi apresenta instabilidade ocasional desconectando em momentos criticos para trabalhos online,Rede
1645,atendimento de recursos precisamos obter informacoes sobre o equipamento grafico usado durante apresentacoes recentes queriamos saber se ha um historico disponivel para visualizacoes passadas,Acesso
1646,painel lcd esquecido o painel do meu monitor lcd foi de repente removido por engano durante uma troca de cabos agora nao posso ver nada na tela,Hardware
1647,problemas de conexao o usuario esta enfrentando dificuldades na rede nao consegue se conectar ao servidor remoto do departamento,Acesso
1648,sincronizacao siga sem problemas ha uma notificacao recorrente da necessidade de atualizar o cliente do servico o processo parece funcionar ma nao esta totalmente claro se a mudanca e real ou um bug na interface,Comunicação
1649,login falhou funcionario relatum que nao conseguiu entrar no sistema apos esquecer o usuario e tentou sem sucesso recuperar a senha,Acesso
1650,problemas no chat do whatsapp recentemente estou enfrentando problemas de conectividade ao tentar usar o whatsapp para conversar o momentos em que esta funcionando a qualidade da voz e muito ruim e ha intervalos frequentes no video,Comunicação
1651,maquina do trabalho estranha a maquina esta funcionando lentamente e o programas nao respondem rapidamente solucao de reboque necessaria,Hardware
1652,infraestrutura wi fi uma da estacoes de trabalho no escritorio nao consegue se conectar a rede sem fio o usuarios estao tentando acessar o portal corporativo ma esta limitado apenas em alguns lugares,Infraestrutura
1653,computador sem resposta o computador esta ligando ma nao responde a entrada toda a teclas estao funcionais e o monitor mostra a tela de inicializacao,Hardware
1654,problemas de conexao a internet atencao ao servico tecnico estamos registrando uma intermitencia na rede wi fi o no da empresa parecem perder o sinal ocasionalmente durante a operacoes diarias causando atrasos em projetos criticos,Rede
1655,ruido sem fio intermitente o sinal do wi fi esta afetado por ruidos de audio irregulares o problema e mais notavel quando o computador estiver proximo ao altar da tv,Rede
1656,luz indicadora led nao funciona a luz no meu laptop que deveria ser uma fonte visivel da energia quando ligado esta apagada toda a outras funcoes do computador estao funcionando normalmente,Hardware
1657,som de interrupcao na rede percebemos ruidos irregulares quando o computador e ligado afetando qualquer atividade online,Rede
1658,taxon de transferencia baixa o usuarios estao reportando uma diminuicao na velocidade da rede corporativa causando atrasos no acesso a internet e no servicos on line,Infraestrutura
1659,problema no navegador o chrome nao carrega nenhum site recentemente ajustes do proxy e reinicializacao sem sucesso,Comunicação
1660,aplauso por manutencao meu laptop tem uma tela deslizante e parece precisar de mais espaco sugestoes para maximizar o uso do disco,Hardware
1661,performance subotima do banco o dado estao sendo importados muito lentamente causando atrasos na operacao normal da aplicacoes,Banco de Dados
1662,problema de conexao funcionario relatum dificuldade na conectividade a internet apesar da sinalizacao adequada e tentativas minimas para solucionar o problema,Acesso
1663,motorola moto g ultra apresenta falhas no sistema apos atualizacoes recentes o dispositivo apresentou instabilidade na tela e dificuldades de desligamento o aplicativos estao travando constantemente,Hardware
1664,problemas ao compartilhar documento no google doc nao consigo copiar e colar textos do outro computador dentro de um novo arquivo no google doc ocorre erro,Comunicação
1665,problemas de conexao funcionario relatum ter dificuldade na visualizacao do feed da pagina e suspeita que o cache pode estar bloqueado,Acesso
1666,roteador de rede instavel o roteador da casa tem uma conexao intermitente causando problemas no acesso a internet,Rede
1667,motorola moto g ligando seu dispositivo motorola moto g esta dormindo sem explicacao apesar de estar completamente carregado ele nao responde a comandos basicos como tocar no botao home ou abrir aplicativos,Hardware
1668,mudancas na interface do usuario usuarios relatam dificuldade de navegacao apos atualizacao da aplicacao movel,Comunicação
1669,luzes intermitentes varios interruptores de lampadas residenciais estao apresentando piscar entre o normal suspeitamos de um problema eletrico,Infraestrutura
1670,som ausente no mac ha uma semana o som do meu macbook pro parou de funcionar atualmente estou usando fones externos para ouvir musica,Hardware
1671,problemas no login do sistema o cliente relatum ter dificuldade na verificacao de seu id e senha apesar de inserir corretamente o dado,Acesso
1672,acesso limitado ao servidor durante o horario de trabalho tenho dificuldade ocasional em conectar me a nossa rede corporativa o problema parece estar relacionado com a velocidade e estabilidade da conexao,Comunicação
1673,problemas de conectividade o cliente relatum que esta tendo dificuldades na ligacao ao servico online e nao consegue enviar mensagens ou realizar transacoes confirmau o status da rede em casa ma acredita que haja um problema,Acesso
1674,roteamento dns erratico a conexao de internet sofre frequentemente interrupcoes e o navegador mostra erros ao tentar acessar site ocorre principalmente durante a horas pico do trabalho,Rede
1675,rede wi fi instavel a conexao de internet do computador esta constantemente trocando por outros roteadores o que afeta a estabilidade da rede isso comecou ha doi dia,Hardware
1676,mouse sem resposta meu mouse intermitentemente trava e nao reconhece o movimentos tentei reiniciar o computador ma permanece inutilizavel,Hardware
1677,fusivel queimado o computador apresenta somente luz de energia e estouro ma nenhum sinal em monitor sugestao de trocar o fusivel,Hardware
1678,banco de dado lento cliente reporta que o sistema tem uma velocidade reduzida ao executar consultas no banco particularmente durante a horas mais movimentadas,Banco de Dados
1679,estruturas subterraneas danificadas durante o escavacao uma estrutura de concreto foi inadvertidamente comprometida o trabalhadores relataram vibracoes e possiveis riscos ao redor do local,Infraestrutura
1680,sistema erp falha no envio o sistema de gestao empresarial nao esta enviando a notificacoes do status da transacoes para o clientes,Comunicação
1681,nao consegue alterar senha o cliente precisa mudar sua senha apos receber uma alerta de seguranca ma nao sabe como iniciar o processo,Acesso
1682,troca de fone sem conexao usuario esta tentando trocar o seu smartphone antigo por um novo ma nao consegue se conectar a rede corporativa para realizar a transferencia,Acesso
1683,atraso de internet o funcionarios relatam que o fornecimento de conexao a internet esta mais lento do que a norma isso afeta atualmente o trabalhos remotos e ascessos online,Infraestrutura
1684,wi fi instavel ocorre intermitencias na conexao wi fi causando desconexoes que afetam o trabalho remoto,Rede
1685,conectividade wifi instavel cliente reporta que tem problemas intermitentes de conexao a internet via wi fi em seu dispositivo,Acesso
1686,rede conecta e desconecta a rede eletrica esta causando falhas frequentes de wi fi resultando em interrupcoes constantes na comunicacao,Rede
1687,pesquisa de informacao usuario precisa encontrar uma ficha tecnica especifica sobre configuracao do servidor para um projeto interno,Acesso
1688,rede wi fi instavel a conexao de internet via roteador e intermitente causando atrasos e travamentos na aplicacoes online,Rede
1689,configurador de servidor acessando o painel do servidor encontrei um novo recurso que pode otimizar algumas configuracoes estou gostando disso,Infraestrutura
1690,incapacidade de conectar ao servico usuario relatum ter tentado se conectar a rede interna ma esta recebendo erros de firewall espera se que o problema esteja relacionado a uma configuracao recente,Acesso
1691,bateria baixa soube que minha bateria esta desgastada parece diminuir o tempo de uso entre carregamentos ma ainda funciona,Hardware
1692,suspeita de phishing funcionario relatum ter recebido e mail suspeitoso ma nao tomou nenhuma acao ainda,Acesso
1693,dificuldade de conectar ao vpn o usuario reporta que apesar da configuracao correta do protocolo e redefinicao do dispositivos necessarios para a autenticacao no servico vpn nao consegue estabelecer uma conexao com o servidor remoto,Acesso
1694,problemas no envio do e mail eu tenho problemas ao enviar mensagens pelo outlook o anexos nao estao aparecendo no destinatarios,Comunicação
1695,usuario sem suporte funcionario descreve problemas tecnicos minimos e busca orientacao geral nao necessitando solucao imediata,Acesso
1696,apagar contatos duplicados estou tentando limpar meus e mail ma o aplicativos estao marcando algumas mensagens como duplicadas quando nao sao por favor pode orientar sobre isso,Comunicação
1697,mouse sem resposta o mouse nao esta funcionando corretamente ele pisca intermitentemente e o cursor no desktop fica parado o periferico ja foi reiniciado ma continuum a apresentar problemas,Hardware
1698,servico de rede instavel ocorreu uma interrupcao recorrente no servico voip afetando a comunicacao empresarial em alta frequencia,Infraestrutura
1699,fone sem audio o meu fone de ouvido parece que nao esta funcionando tentei ligar e o microfone funciona ma a saida de som e completamente mudo,Hardware
1700,suspeita de ataque do alguns usuarios estao relatando lentidao na interface e eventualmente falta de acesso aos servicos sem indicios claro de uma violacao em andamento,Comunicação
1701,ventilador interno superaquecendo o ventilador no meu computador esta fazendo barulho alto e percebi que o sistema operacional estava forum do ar o problema persiste mesmo apos reiniciar a maquina levando a preocupacao com possiveis danos ao hardware,Hardware
1702,problema de navegador o cliente relatum que o seu navegador nao reconhece certos elementos da pagina como imagens e formularios,Acesso
1703,problemas de conectividade o cliente relatum dificuldade na ligacao ao atendimento afirmando que o numero esta bloqueado por desconhecido motivo,Acesso
1704,problemas de conectividade usuario relatum que tem dificuldade na rede interna afetando o trabalho no ambiente corporativo,Acesso
1705,problema de login usuario tem dificuldade em fazer o logon devido possivelmente a ma configuracao do navegador sugere se verificar a implicacoes do atributos secure e httponly bem como a definicao de cooky,Acesso
1706,painel de controle nao responde neste horario o painel de monitoramento da infraestrutura deve estar ativo contudo ele esta offline e me impedindo de acompanhar o niveis criticos do sistema,Infraestrutura
1707,dificuldade no login o cliente relatum ter problemas para fazer o login devido a uma senha invalida apesar de ja tentar realizar o processo varias vezes,Acesso
1708,somando interferencia a rede wi fi no temos sinai de conexao wi fi instaveis durante o horario comercial o clientes estao registrando desconexoes frequentes e lentidao na internet especialmente ao usar aplicativos online que requerem alta largura de banda,Rede
1709,conectividade intermitente wi fi a conexao wi fi do cliente e instavel exibindo sinai de desconexao aleatorias e baixa velocidade durante o dia,Rede
1710,acessorio usb nao funcionando o meu adaptador de porta usb esta exibindo uma cor vermelha e o dispositivo conectado para ele tambem nao responde ha certo ruido quando eu tento ligar,Hardware
1711,problemas de navegacao usuario relatum dificuldade na visualizacao da secoes especificas da interface do site alegando que o link estao desalinhados ou nao funcionam corretamente,Acesso
1712,problema na criacao do grupo estou tentando criar novos contatos no seu crm ma nao consigo avancar o sistema me mostra um erro de grupos nao encontrados,Comunicação
1713,falha de energia o sistema principal da planta industrial parou abruptamente sem energia eletrica nao conseguimos operar e precisamos resolver este problema imediatamente,Infraestrutura
1714,luz led fraca o brilho da luz indicadora do computador esta diminuido tentei limpar o vizinhos de ar e nao notei diferenca,Hardware
1715,perfil de usuario invalido o cliente informa ter sido redirecionado ao painel do sistema apos digitar seu id ma esta recebendo um erro perfil nao encontrado e tem duvidas sobre a correcao da senha,Acesso
1716,problemas de conexao wifi o cliente relatum que tem problemas intermitentes ao se conectar a sua rede sem fio esta satisfeito com o servico ma esses desafios sao inconvenientes e precisa de assistencia tecnica,Acesso
1717,problema ao enviar e mail estou tendo dificuldade em adicionar anexos maiores que 10mb para um e mail no meu computador,Comunicação
1718,problemas no login funcionario esta enfrentando dificuldades para realizar o processo de login apos atualizar seu perfil inicialmente pensou que precisava reiniciar a sessao ma esse problema persiste,Acesso
1719,tela fraca no computador a tela meu aparelho pc esta ficando progressivamente mais fragil ocasionalmente exibindo pixel desbotados ou inchados sempre funcionava bem ate recentemente,Comunicação
1720,sistema de gestao erp indisponivel o cliente relatum que o sistema do erp nao responde quando tentam realizar transacoes financeiras comprometendo operacoes diarias,Acesso
1721,login falhou o usuario devera confirmar seu e mail ante de tentar recuperacao do perfil ma o portal esta inacessivel,Acesso
1722,suspeita de violacao da conta um funcionario relatum que encontrou atividades incomuns em sua conta como acessos nao reconhecidos,Acesso
1723,dificuldade na consulta ha problemas esporadicos ao executar uma consulta no banco de dado que retorna resultados incorretos,Banco de Dados
1724,suspeita interrupcao no chat do slack estou recebendo mensagens de autenticacao incorretas em meu cliente do slack isso parece um problema com minha senha ou algo diferente,Comunicação
1725,acesso a rede preciso de ajuda com o meu laptop que esta tendo problemas constantes na conexao com a internet por acaso algo poderia estar errado,Infraestrutura
1726,erro de login do sistema o usuario relatum ter tentado fazer logout da conta ma o processo falha e a sessao nao encerra,Acesso
1727,router nao responde o meu router parece estar desligando e entrando no modo standby o que interrompe minha conexao a internet preciso de ajuda para resolver,Rede
1728,login falhou o usuario tentou entrar no sistema ma recebeu erro de login tentativas anteriores foram sem sucesso,Acesso
1729,e mail nao envia anexos quando tento enviar um arquivo pdf pelo outlook da erro de tamanho excedido,Comunicação
1730,motorola moto x nao responde tenho usado o meu motorola moto x ha cerca de um me e agora ele parou de responder inicialmente tentamos realizar uma restauracao inicial a partir da bateria removida por algumas horas no entanto isso nao resolveu o problema,Hardware
1731,luz led piscar na tela a luz de fundo da tela esta piscando intermitentemente ma o display permanece claro e funcional,Hardware
1732,perda intermitente de conexao wi fi acontece perto da sessoes ao meio dia sem explicacao clara,Rede
1733,solucao de senha invisivel cliente esta tendo dificuldades na localizacao do link de recuperacao da senha no site ajuda necessaria para navegar pelas configuracoes e encontrar o meio correto,Acesso
1734,solucao wi fi instavel vi meus dispositivos moveis se desconectando do wi fi intermitentemente isso impede a finalizacao de minhas tarefas urgentes,Comunicação
1735,problemas de login a equipe tecnica esta experimentando problemas intermitentes ao se conectar a rede interna,Acesso
1736,sistema de pagamento indisponivel funcionario relatum que o sistema de pagamento nao responde quando tentado usar para processar pedidos o problema foi observado em ambientes onde a rede e estavel e o outros sistemas funcionam corretamente,Acesso
1737,ajustes de rede o cliente relatum que ha problemas na conexao wi fi apesar da configuracao parecer correta sugere uma verificacao do dispositivos para solucionar o problema,Acesso
1738,linguagem causa sistema aguardar o sistema esta funcionando ma nao responde quando eu digito comandos em linguagem c testei outros programas e eles rodam normalmente,Hardware
1739,luz led piscar a luz de fundo do computador esta piscando irregularmente sem interferencia no trabalho,Hardware
1740,gravacao automatica de video falha tenho tentado gravar uma serie de video no meu smartphone ma o processo sempre termina com erro estou usando a opcao gravacao em tempo real e isso acontece sem nenhuma mudanca notavel na configuracoes ou na presenca do microfone,Rede
1741,lampada led que nao acende a lampada led no meu quarto esta defeituosa poi quando conecto ela ao tomate apenas emite um brilho muito fraco e rapidamente esfria,Hardware
1742,problemas de conexao wi fi o usuario relatum que o seu computador nao consegue se reconectar ao redor do painel alimentado apesar da rede estar ativa e funcionando normalmente em outros dispositivos,Acesso
1743,banco de dado lento ocorre demorada consulta no bancos de dado durante o pico da horas afetando a eficiencia do processamento,Banco de Dados
1744,computador fica travando frequentemente o computador trava sem aviso se aproxima de uma maquina antiga ha notas sobre atualizacoes recentes e a falta do driver mais novo,Hardware
1745,banco de dado lento o usuarios estao reportando que o tempo de resposta do banco e mais longo durante a horas pico ma sem interrupcoes criticas em nenhum processamento importante,Banco de Dados
1746,luz led do gabinete nao funciona o computador esta funcionando corretamente ma a luzes led no painel traseiro pararam de acender nao ha sinai no indicadores,Hardware
1747,luz led do computador fica branca a luz de energia esta constante ma o sistema nao inicializa nao ha nenhum aviso ou som ao iniciar,Hardware
1748,baixando downloads lento estou tentando baixar uma midia no meu computador ma o processo de download esta excedendo a velocidade esperada apesar do sinal da internet parecer forte o downloads estao demorados,Rede
1749,som barulhento ao ligar recentemente adquirido o laptop apresenta um som alto e desagradavel quando e iniciado nao sei se isso foi intencional ou nao,Hardware
1750,rede de casa instavel a rede wi fi da minha residencia tem sido altamente imprevisivel causando frequentes interrupcoes e perda do acesso,Rede
1751,mudanca de senha wi fi preciso fazer uma alteracao no processo atualizado do protocolo wpa3 para ajustar a credenciais da rede,Rede
1752,sistema lento o erp da empresa esta respondendo muito devagar levando minutos para abrir uma tela,Infraestrutura
1753,aperte power e nada acontece apos tentar ligar o computador nenhum sinal aparece verificei outra tomada sem sucesso,Hardware
1754,informacao de usuario bloqueada o cliente afirma que recebeu uma notificacao sobre o seu email estar suspeito ma nao entende porque eles precisam confirmar se e devido a atividade fraudulenta,Acesso
1755,luz led fraca a lampada de fundo do meu computador esta muito mais baixa que o normal eu tentei ligar e desligar a maquina ma a diferenca na intensidade da luz permanece constante,Hardware
1756,dispositivo movel sem conexao meu smartphone parece nao ser capaz de se conectar a internet estou em uma area urbana ma o wi fi esta funcionando perfeitamente com outros dispositivos,Hardware
1757,banco db lento sensacao que o banco esta lento consultas leves e nao muito frequentes ma precisamos melhorar a velocidade para garantir um desempenho adequado,Banco de Dados
1758,conectividade intermitente wi fi somos clientes de uma empresa e estamos enfrentando problemas recorrentes na rede interna a conexao com a internet fica instavel varias vezes por dia o que esta prejudicando nossa produtividade,Rede
1759,tela fica sem resposta a tela do computador continuum preta apos o sistema iniciar tentei reiniciar ma nada mudou,Hardware
1760,tratamento lento no banco o sistema esta atualizando a informacoes do cliente mais devagar que o esperado causando uma pausa na operacao normal do funcionarios,Banco de Dados
1761,sistema de gerenciamento da biblioteca o utilizador relatum que encontra dificuldades no sistema do bibliotecario para a consulta e emprestimo de livros acontece com frequencia sem problemas tecnicos especificos identificados,Acesso
1762,sinalizacao de ip bloqueada funcionario relatum estar recebendo mensagens ip bloqueado durante o trabalho acredita que pode ser por ma configuracao da rede interna,Acesso
1763,usuario de senha bloqueada o usuario relatum que apos varias tentativas infelizes no sistema da empresa para logar recebeu um aviso sobre a sinalizacao automatica do e mail devido a regras de seguranca o mesmo agora precisa saber como proceder com o reset ou restabelecimento da credenciais,Acesso
1764,dificuldade na conexao a internet estou enfrentando problemas intermitentes de comunicacao sem fio a frequencia desses incidentes aumenta a cada dia ma nao atinge o ponto em que afete minuciosamente meus trabalhos,Rede
1765,sincronizacao do calendario errada o meu google calendar nao sincroniza automaticamente entre o computador e o telefone preciso ajustar manualmente a data sempre que faco alteracoes,Comunicação
1766,ajustar velocidade de download quando tento baixar arquivos grandes o progresso e extremamente lento e prejudica a produtividade no trabalho,Rede
1767,ligacoes externas falham eu nao consigo fazer ligacoes telefonicas internacionais recebo um erro de conexao,Comunicação
1768,tela brilha a tela da minha maquina vem fria e nao mostra nenhum sinal no monitor quando ligada,Hardware
1769,som estranho ao ativar o computador faz barulhos extra como zumbidos e clique quando ligado ajustes de som nao resolveram o problema,Hardware
1770,problema acessando email preciso de ajuda para redefinir minha senha do gmail ja tentei varias vezes e nao consigo mais entrar na conta,Comunicação
1771,consulta prolongada a consulta executada no banco resulta em tempo excessivo e falha intermitente requer intervencao imediata,Banco de Dados
1772,roteador sem sinal o roteador nao esta exibindo o endereco de ip mesmo apos reinicializacao o servico parece operacional e a luz led estao funcionando corretamente,Rede
1773,problemas ao utilizar aplicativo uma da principais contas do time de vendas esta tendo dificuldades em usar o novo software da empresa o problema nao se estende para outras contas ma acredita se que esteja relacionado com alguma configuracao especifica,Acesso
1774,suspeita de phishing um funcionario relatum ter recebido uma ligacao potencialmente fraudulenta solicitando informacoes sensiveis aconselhe se a nao fornecer detalhes e verificar se ha aviso na empresa sobre tai ataques,Acesso
1775,problemas de navegacao no site o cliente relatum que esta tendo dificuldades para encontrar uma secao especifica do portal da empresa acredita se que o problema pode estar relacionado a um atual redesenho da paginas web,Acesso
1776,pagamento nao reflete na conta hoje eu fiz uma compra online e agora o pagamento esta atrasado ainda vejo a transacao no meu cartao de credito,Comunicação
1777,painel de monitoramento inacessivel o painel do monitoramento ambiental na sala do dormitorios nao esta acessivel pela interface web nao ha erros visiveis no codigo ma o navegador parece atualizar se sem sucesso,Infraestrutura
1778,painel de controle sem resposta o painel do sistema da empresa esta completamente desligado inutilizavel e nao mostra nenhuma luz ou sinal indicativo,Infraestrutura
1779,lixeira nao se abre a lixeira de coisas desperditivas do meu escritorio esta fechada e nada mais pode ser retirado acredito que ha um problema na alca ou com o grip interno ma ainda nao tentei soluciona lo,Hardware
1780,monitor led brilha ma o pc nao responde o monitor esta funcionando e mostra imagens claras quando conectado no entanto a placa mae do computador em questao nao inicia nenhum programa ou aplicacao,Hardware
1781,wi fi instavel a conexao wi fi e ocasionalmente fraca afetando momentaneamente o uso da internet no periodo da tardes e a vezes noturnas,Rede
1782,lareira nao liga por favor ajude me a lampada da minha lareira esta desligada e a temperatura do comodo esta aumentando rapidamente,Hardware
1783,lampada incandescente esta queimando a lampada na sala de estar apresentou uma falha emitindo som e um cheiro desagradavel a substituicao parece ser a unica solucao viavel,Hardware
1784,retencao de agua alta sistemas hidraulicos da planta industrial estao apresentando retencao excessiva o volume anormal esta causando prejuizos no processamento da materias prima e afetando a qualidade do produto final,Infraestrutura
1785,conversao automatica defeituosa o software de conversao do pdf esta transformando imagens sem alterar tamanho resultando em arquivos grandes e indisponiveis para distribuicao,Comunicação
1786,lancador grafico esta travando o launcher do sistema operacional nao responde quando pressionado o botao iniciar e a tela permanece em branco apos um tempo de espera,Hardware
1787,problema de conexao semelbr o usuario relatum ter problemas intermitentes na rede que afetam sua capacidade de se conectar a internet ao trabalhar ma nao esta impactando outros em seu ambiente,Acesso
1788,acesso bloqueado a area corporativa desde o ultimo sistema de seguranca que voce implementou estou recebendo alertas sobre tentativas nao autorizadas na nossa rede interna acredito ter sido um acesso ilegal e preciso saber se foi realmente uma violacao,Comunicação
1789,troca de perifericos o usuario relatum que tentou conectar uma impressora usb e nao consegue fazer login no dispositivo o problema comecou ha alguns dia ma o funcionario acha pouco urgente,Acesso
1790,problemas de login no sistema corporativo o cliente teve dificuldade recente ao tentar fazer login no sistemas corporativos apesar da autenticacao do e mail ter sido confirmada anteriormente,Acesso
1791,relacao de dado lenta o usuario relatum que ha uma significativa diminuicao na velocidade da internet ao tentar realizar atividades online como navegar na web ou baixar arquivos,Rede
1792,computador trava apos atualizacao apos realizar uma atualizacao do sistema operacional o computador de um usuario comeca travando recorrentemente a falha nao persiste durante a inicializacao e apenas aparece depois que a aplicacoes sao executadas,Hardware
1793,email bloqueado por firewall recebi o email ma parece nao estar chegando na caixa de entrada acredito que algo pode ter acontecido com a rede,Comunicação
1794,erro ao enviar e mail do linkedin estou enfrentando problemas no linkedin quando tento adicionar um novo contato na lista de pessoas pretendidas para uma requisicao interna o sistema esta me informando erro ao enviar e mail esta e uma atividade critica que precisamos completar amanha,Comunicação
1795,interrupcao de rede por favor informacao sobre interrupcoes recorrentes no fornecimento de internet em ambientes corporativos alguns funcionarios relatam atrasos na conexao com o servidores,Infraestrutura
1796,suporte basico para cliente ola estou procurando ajuda tecnica,Comunicação
1797,email nao responde o e mail de uma colega foi enviado ma ela ainda nao reclamou ou respondido,Comunicação
1798,luz led piscar o led indicador na placa mae esta piscando intermitentemente acho que pode ser um problema eletrico interno,Hardware
1799,motorola celerity m30 nao exibe tela meu motorola celerity m30 esta funcionando ma quando o toque e apertar no botao home nada acontece a camera funciona bem,Hardware
1800,e mail de recuperacao pendente o usuario nao recebeu o e mail de recuperacao da senha apos varias tentativas suspeitando que a mensagem possa ter sido enviada para um endereco incorreto ou perdida,Acesso
1801,problemas de login do aplicativo funcionario tenta usar o aplicativo ma falha no processo de autenticacao inicialmente acredita que esta com senha errada e procura por ajuda,Acesso
1802,alimentador de energia superaquecido o alimentador principal da planta esta operando acima do nivel permitido representando um risco para o componentes eletronicos e a seguranca,Infraestrutura
1803,suspeita de violacao da conta recentemente notamos algumas atividades suspeitas na nossa conta um e mail anonimo pediu para alterar a configuracoes basicas do servico,Comunicação
1804,login impossivel funcionario precisa de assistencia ao logar no sistema senha nao funcionando apesar da tentativas,Acesso
1805,mouse sem resposta o mouse de computador nao esta respondendo tentei reiniciar o laptop ma continuum inoperante,Hardware
1806,acesso restrito ao sistema descricao de problema tecnico como falha no login ou bloqueio do terminal um requisito claro e especifico sobre o que esta causando a inacessibilidade,Acesso
1807,tela sem resposta o computador esta funcionando ma a tela nao atualiza aperte ctrl alt del e pressione cancelar,Comunicação
1808,computador sem resposta o computador esta ligado ma nao exibe nenhuma tela aperte o botao power para conferir,Hardware
1809,insuficiente permissao de rede usuario da equipe de vendas nao consegue adicionar clientes ao sistema o administrador aparenta ter privilegios corretos ma o problema persiste,Acesso
1810,acesso restrito ao sistema funcionario relatou que desde o ultimo backup nao consegue mais logar no sistema de controle e acredita que pode estar relacionado com uma alteracao no dado do usuario,Acesso
1811,problemas de conexao usuario relatum dificuldade na navegacao do site apontando que alguns itens da pagina nao estao acessiveis e outros demoram muito para carregar,Acesso
